Consent,GBeliefs_1,GBeliefs_2,GBeliefs_3,Global_1,Global_2,Global_3,Global_4,Global_5,Gutt1,Gutt2,Gutt3,Gutt4,Gutt5,Attain_1,Attain_10,Attain_11,Attain_12,Attain_13,Attain_2,Attain_3,Attain_4,Attain_5,Attain_6,Attain_7,Attain_8,Attain_9,CostX_1,CostX_2,CostX_3,CostX_4,CostX_5,CostX_6,CostX_7,CostX_8,CostX_9,CostX_10,CostX_11,CostX_12,CostX_13,DifficultyX_1,DifficultyX_2,DifficultyX_3,DifficultyX_4,DifficultyX_5,DifficultyX_6,DifficultyX_7,DifficultyX_8,DifficultyX_9,GoalX_1,GoalX_2,GoalX_3,GoalX_4,GoalX_5,GoalX_6,GoalX_7,GoalX_8,GoalX_9,GoalX_10,GoalX_11,GoalX_12,GoalX_13,Expectancy_1,Expectancy_2,Expectancy_3,Expectancy_4,Expectancy_5,Expectancy_6,IntEnj_1,IntEnj_2,IntEnj_3,IntEnj_4,IntEnj_5,IntEnj_6,IntEnj_7,IntEnj_8,IntEnj_9,Utility_1,Utility_10,Utility_11,Utility_2,Utility_3,Utility_4,Utility_5,Utility_6,Utility_7,Utility_8,Utility_9,AcadSCX_1,AcadSCX_2,AcadSCX_3,AcadSCX_4,AcadSCX_5,AcadSCX_6,AcadSCX_7,AcadSCX_8,AcadSCX_9,AcadSCX_10,AcadSCX_11,AcadSCX_12,AcadSCX_13,AcadSCX_14,Gender,Gender_TEXT,Age,Hispanic_Latino_Spanish,Race_Origin,Race_Origin_TEXT,Language,Language_TEXT,Student,Student_TEXT,Taking_Class,Taking_Class_TEXT,STAT_Successful?,Successful_Where,No?,No?_TEXT,First_Gen?,Grade_Course,College_GPA?,College_GPA,College_GPA_Max,HS_GPA,HS_GPA_Max,Major1_1,Major1.1,Major2_1,Major2.1,Minor1_1,Minor1.1,Minor2_1,Minor2.1,RandomID
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Somewhat Disagree,Neither Agree Nor Disagree,Well,Good,Grater Than Average,Very Confident,Very Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,6,5,6,5,2,6,6,6,6,2,5,6,6,6,6,6,6,5,6,6,4,4,5,5,6,5,2,2,3,4,6,3,5,6,6,2,6,6,5,5,5,6,2,2,2,3,4,5,6,5,4,6,5,6,6,6,6,6,6,6,6,5,6,7,5,6,5,6,6,6,6,6,6,6,7,6,2,3,3,6,2,6,6,6,3,3,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","Black or African-American: African American, Haitian, Nigerian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,3.76,4,Other (Please Specify),Finance,"Business Administration, Management",,Visual and Performing Arts,,None - I do not have a minor.,,03b2ee0663
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Somewhat Disagree,Average,Average,Less Than Average,Some Confidence,Average,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,6,6,6,4,4,2,5,7,5,5,4,2,4,6,5,6,6,3,6,6,4,3,6,5,6,4,5,4,4,5,4,6,6,6,5,1,6,4,4,6,4,5,5,5,4,5,3,5,5,6,5,5,4,4,5,5,4,4,6,6,4,5,5,7,5,5,6,5,2,4,5,5,2,5,3,4,3,4,4,5,4,6,4,5,6,4,Man,,22,I prefer not to answer.,"White: German, Irish, Lebanese, Egyptian, etc.",,English,,Fifth or more years in college,,If fulfills a general education requirement.,,No,,Other:,I dropped a different semester,No,C,Yes,3.25,4,,,"Communication, Journalism, and Related Programs",,"Marketing, Advertising",,"Business Administration, Management",,Management Information Systems,,8aabfcd279
Yes: I agree to participate AND am 18 years or older,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Average,Below Average,Average,Little Confidence,Average,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,6,3,5,3,4,6,2,2,4,4,5,1,6,3,7,2,5,6,6,4,4,4,2,5,5,6,3,3,1,2,4,4,5,4,3,5,7,2,3,3,4,5,4,7,5,3,4,6,5,3,7,3,4,3,4,6,5,4,3,5,7,5,6,3,3,3,3,2,4,4,3,5,1,4,7,3,3,2,3,6,3,3,5,3,5,3,Man,,18,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,No,B,No,,,3.5,3.2,Education,,"Business Administration, Management",,Psychology,,Accounting,,2b331d883e
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Strongly Agree,Disagree,Above Average,Average,Average,Very Confident,Fairly Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,6,6,5,6,2,2,5,5,6,6,4,4,2,6,6,6,6,6,6,5,6,3,6,5,4,5,3,3,3,2,6,3,2,2,5,2,1,6,5,4,4,6,4,5,5,4,3,6,6,6,5,5,6,5,6,6,7,6,5,6,6,6,4,7,6,3,5,5,4,5,6,6,6,3,5,3,3,6,5,5,5,4,6,3,6,4,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,No,A,No,,,5.17,5,Education,,,,,,,,05c0569979
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Average,Below Average,Less Than Average,Confident,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will occasionally use statistics in the future.,7,7,6,6,1,7,3,7,6,7,6,3,6,5,4,6,5,6,6,7,6,7,3,5,5,5,4,3,1,1,3,3,1,1,1,1,1,4,7,2,3,7,1,4,4,1,1,1,6,6,6,6,6,7,5,6,7,6,6,7,6,7,7,3,5,7,5,6,6,6,5,6,6,6,4,7,6,7,7,5,7,7,4,7,7,7,5,1,Woman,,19,I prefer not to answer.,"Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):","hindi, Tamil",Sophomore (Second Year),,It is required by my minor.,,Yes,High School AP Statistics,,,No,A or B (not sure which one),No,,,3.71,3.97,Biology,,None - I do not have a second major.,,Psychology,,None - I do not have a minor.,,45cf271d5b
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Very Well,Good,Very Little,Very Confident,Unlikely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,6,6,6,5,5,6,6,6,6,6,6,4,3,4,5,4,5,6,5,6,6,2,4,4,6,6,2,3,3,3,4,2,3,3,5,3,3,6,6,6,5,4,4,5,4,6,6,5,5,6,6,6,5,5,3,5,5,5,6,5,5,6,3,4,6,4,4,6,6,4,6,4,6,7,6,7,2,2,2,6,6,5,6,5,5,5,2,Woman,,19,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Sophomore (Second Year),,If fulfills a general education requirement.,,Yes,High School non-AP,,,Yes,A,Yes,3.98,4,,,Education,,,,,,,,100be7f87f
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Disagree,Average,Below Average,Very Little,Confident,Fairly Unlikely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,5,5,5,3,3,2,2,6,5,5,3,3,2,3,6,4,4,6,3,6,4,4,3,4,3,3,2,2,2,2,4,3,2,2,2,1,2,1,5,3,2,6,2,2,5,5,2,2,5,5,7,5,6,5,6,3,5,4,4,6,5,4,5,3,4,6,3,3,3,3,3,2,5,6,4,4,1,5,1,5,2,2,5,6,5,6,5,5,Man,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Sophomore (Second Year),,It is required by my major.,,Yes,High School non-AP,,,No,C,Yes,4,4,,,Other (Please Specify),Technical Systems Management,,,,,,,e5c66b79d5
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Somewhat Agree,Neither Agree Nor Disagree,Average,Good,Grater Than Average,Confident,Likely,Employers expect that I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will occasionally use statistics in the future.,4,5,6,6,6,6,5,2,4,4,4,6,6,5,3,6,5,2,6,2,5,6,2,2,6,5,6,5,5,6,2,4,5,2,5,6,5,6,2,6,6,5,4,5,6,6,5,5,5,5,5,6,6,5,2,5,3,6,5,3,6,6,5,6,6,1,6,5,4,4,3,5,5,5,6,6,6,5,6,6,5,6,6,5,2,4,6,2,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","Black or African-American: African American, Haitian, Nigerian, etc.",,English,,Fifth or more years in college,,It is required by my major.,,Yes,High School non-AP,,,No,B,Yes,3.1,4,,,Health Professions and Related Programs,,,,,,,,ac51601817
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Strongly Disagree,Average,Above Average,Grater Than Average,Confident,Fairly Likely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,2,6,6,6,5,4,4,7,6,6,4,4,3,4,5,6,4,5,3,5,5,3,4,5,2,5,2,3,2,4,5,2,3,2,5,3,6,7,3,3,5,5,6,2,2,6,3,4,6,6,5,6,6,6,4,5,5,5,5,5,6,5,5,6,6,5,5,7,4,6,5,6,6,3,6,6,4,4,3,4,4,6,6,5,5,5,1,Man,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Chinese",,Freshman (First Year),,"It is not part of my major or minor or general education program, but it gives me additional credits needed to graduate.",,Yes,High School AP Statistics,,,No,A,No,,,3.5,3.7,"Area, Ethnic, Cultural, Gender, and Group Studies",,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,de868d3f9f
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Disagree,Well,Above Average,Large Amount,Confident,Average,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,5,5,5,5,5,6,2,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,3,4,5,4,3,3,3,3,3,4,3,3,3,3,5,3,6,5,3,6,2,4,2,2,2,3,5,5,5,7,5,6,5,5,4,5,4,6,5,5,4,5,5,7,6,5,5,6,6,6,5,5,5,5,5,5,3,5,5,5,7,5,3,5,5,5,Man,,18,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,A,No,,,3.92,4,Other (Please Specify),Finance,,,,,,,3c630a9f15
Yes: I agree to participate AND am 18 years or older,,,,,,,,,,,,,,4,6,4,3,4,4,5,5,5,4,4,3,5,5,4,4,3,6,3,3,4,3,3,5,5,4,5,4,5,3,5,4,3,4,3,4,4,5,5,6,3,5,4,3,4,5,3,5,5,6,5,3,5,5,3,4,4,4,4,4,3,3,4,4,3,4,4,5,4,4,4,5,4,5,4,6,5,3,3,3,3,4,5,3,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803166145c
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Strongly Disagree,Average,Below Average,Not At All,Very Confident,Fairly Unlikely,Employers care a little bit if I know statistics.,No one in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will rarely use statistics in the future.,5,5,6,5,3,2,2,7,5,5,3,5,2,3,6,5,4,6,5,6,4,4,2,4,3,4,2,2,2,2,4,3,2,2,2,2,2,1,6,4,1,6,4,2,4,5,2,2,6,5,7,6,6,5,6,3,6,5,3,5,5,4,5,3,2,6,2,3,6,3,4,2,5,5,3,5,1,3,1,6,2,2,5,6,3,6,5,6,Man,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Sophomore (Second Year),,It is required by my major.,,Yes,High School non-AP,,,No,C,Yes,4,4,,,,,,,,,,,1ac1f2dee0
Yes: I agree to participate AND am 18 years or older,,,,,,,,,,,,,,5,5,4,5,6,4,4,5,7,4,5,5,5,4,5,5,5,6,5,5,5,4,4,6,4,5,4,4,3,2,5,4,2,3,4,4,2,5,4,4,3,4,4,4,3,3,4,5,4,4,4,6,4,5,6,5,5,4,5,4,5,5,4,4,4,5,5,4,6,4,4,5,4,4,3,5,5,5,6,5,5,4,5,4,3,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782404f635
Yes: I agree to participate AND am 18 years or older,Agree,Somewhat Agree,Disagree,Poorly,Poor,Average,Very Little Confidence,Not At All Likely,,,,,,5,5,7,5,7,5,6,2,7,7,5,6,7,3,2,4,7,4,7,3,5,3,1,6,5,6,3,7,3,7,2,7,5,5,7,1,7,7,5,5,6,7,3,2,7,7,2,7,5,5,3,4,1,4,5,6,2,3,2,3,7,6,6,4,7,6,7,4,5,6,4,6,6,3,2,7,3,6,5,2,2,2,5,5,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3d1a54b3c
Yes: I agree to participate AND am 18 years or older,,,,,,,,,,,,,,7,7,5,6,5,5,1,6,6,2,2,4,2,3,6,6,5,6,2,3,3,3,4,3,3,2,5,3,2,5,2,5,5,3,4,2,1,1,3,3,2,4,2,2,2,2,1,1,6,6,6,5,3,6,3,5,2,6,4,6,2,5,3,2,2,6,1,3,2,2,2,5,5,2,4,6,3,6,2,5,1,6,7,7,7,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b59ced3102
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Disagree,Average,Average,Very Little,Some Confidence,Fairly Likely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,6,6,2,3,5,4,3,5,6,4,4,5,2,3,5,4,4,5,5,3,4,3,2,4,5,5,3,3,5,5,3,5,5,3,3,2,2,2,6,4,2,5,2,4,2,2,5,5,3,3,5,5,2,1,3,3,6,5,4,6,5,4,6,2,2,6,3,3,3,3,4,5,4,5,2,5,3,5,2,5,5,3,3,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c2dbed3e5
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Well,Above Average,Large Amount,Some Confidence,Not At All Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will often use statistics in the future.,5,5,4,3,4,2,3,3,5,4,3,4,3,3,5,3,5,3,3,3,4,5,3,4,2,4,6,6,6,6,6,6,5,6,6,4,6,2,6,3,4,5,3,3,5,5,6,6,5,5,5,5,5,5,2,4,2,4,3,2,4,4,2,5,4,5,5,6,6,6,7,3,5,4,2,5,2,3,2,6,7,3,3,4,2,5,2,1,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,B,No,,,3.7,4,Environmental Science and Natural Resource Studies,,,,,,,,505620eb2b
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Disagree,Above Average,Average,Grater Than Average,Fairly Confident,Average,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,2,5,5,4,5,2,2,5,5,5,4,5,4,3,3,6,5,2,5,3,4,6,3,3,4,5,5,3,5,2,5,6,5,5,5,4,3,2,6,5,5,5,5,5,3,3,4,2,5,5,5,5,4,6,3,4,3,3,3,4,5,4,4,4,6,5,5,6,6,6,6,6,6,6,5,4,6,6,4,5,6,6,6,5,4,5,6,6,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is an elective for my major.,,Yes,"High School AP Statistics,More than 1 other college-level statistics course",,,Yes,A,Yes,4,4,,,Psychology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,27b95e6d7f
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Agree,Disagree,Well,Above Average,Average,Some Confidence,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,5,6,2,5,6,2,4,5,6,3,5,5,2,2,3,5,3,3,4,2,2,5,2,4,2,5,6,5,6,5,5,6,6,6,5,3,2,2,5,5,5,3,3,5,3,3,5,5,3,5,5,3,2,5,2,3,3,4,2,3,3,3,2,3,3,6,3,5,5,6,6,5,5,5,4,5,6,3,2,5,2,2,5,5,2,2,6,5,Woman,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Junior (Third Year),,"It is required by my major.,If fulfills a general education requirement.",,Yes,High School non-AP,,,No,B,Yes,3.74,4,,,Environmental Science and Natural Resource Studies,,,,,,,,9d499b833f
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Disagree,Above Average,Average,Large Amount,Confident,Average,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,5,5,6,6,6,3,3,3,7,6,6,5,5,5,3,6,6,6,6,5,6,6,5,5,5,6,6,5,6,5,5,5,6,5,6,5,5,3,7,5,4,3,5,6,5,5,5,5,6,6,7,6,6,6,3,5,5,6,5,6,6,6,5,6,6,7,6,6,7,7,7,7,6,6,5,6,1,3,3,6,5,5,6,6,7,7,6,6,Woman,,26,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,It is required by my major.,,Yes,High School non-AP,,,No,A or B (not sure which one),Yes,3.827,4,,,Environmental Science and Natural Resource Studies,,,,,,,,65fc15f974
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Strongly Disagree,Well,Very Good,Less Than Average,Fairly Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,4,5,4,6,6,2,1,6,6,6,5,5,4,3,6,5,5,6,5,4,6,6,3,6,6,5,6,2,2,3,6,4,3,4,5,5,1,1,6,5,5,5,5,5,5,2,3,5,5,6,6,6,6,6,3,4,4,3,4,6,5,6,3,6,6,7,6,6,6,6,6,5,6,6,6,6,7,6,5,5,4,6,6,6,5,6,6,4,Woman,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,3.9,4,Environmental Science and Natural Resource Studies,,,,,,,,a339944bd6
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Disagree,Well,Above Average,Large Amount,Little Confidence,Fairly Likely,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,3,3,5,5,5,3,4,4,5,5,5,3,4,3,5,5,5,6,5,6,4,5,2,4,5,4,4,4,3,4,4,5,4,4,4,3,1,1,6,4,5,5,3,4,3,3,2,3,4,5,5,6,5,5,5,5,4,5,3,4,5,5,4,5,3,6,6,6,6,7,7,5,5,5,5,5,2,5,3,5,3,5,5,6,5,5,6,3,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,B,Yes,2.9,4,,,Environmental Science and Natural Resource Studies,,,,Biology,,,,c466dfafce
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Strongly Agree,Disagree,Average,Average,Large Amount,Fairly Confident,Likely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,6,5,6,6,6,7,1,5,7,7,6,5,6,4,4,5,5,5,6,6,6,7,4,6,5,6,5,4,5,3,2,2,2,3,2,3,5,2,7,5,7,6,5,7,2,3,6,3,5,7,7,6,4,7,3,6,6,6,5,7,7,6,7,5,5,7,7,7,7,7,7,6,6,6,4,7,2,4,4,5,6,5,5,6,4,4,5,1,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Black or African-American: African American, Haitian, Nigerian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,Yes,1 other college-level statistics course.,,,No,A or B (not sure which one),No,,,2.5,4,Environmental Science and Natural Resource Studies,,"Business Administration, Management",,Biology,,,,19df7b406a
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Agree,Disagree,Below Average,Below Average,Large Amount,Some Confidence,Fairly Unlikely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,7,7,7,6,7,1,7,7,7,7,7,1,2,6,6,3,6,2,6,5,1,2,6,5,7,7,7,6,2,7,7,6,6,6,4,2,6,7,7,6,7,7,7,7,7,7,3,5,4,2,3,5,2,5,5,6,2,6,6,6,3,7,6,7,7,6,7,6,7,7,7,7,2,4,2,3,2,6,6,2,6,5,2,3,7,2,Woman,,29,I prefer not to answer.,"White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,No,,"I started a statistics course in college, but did not successfully complete the course.",,Prefer not to answer,A or B (not sure which one),Yes,,,,,Environmental Science and Natural Resource Studies,,,,,,,,5ddf2a6a83
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Strongly Agree,Disagree,Average,Average,Less Than Average,Little Confidence,Likely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,7,7,5,5,6,6,6,2,5,5,5,7,4,4,6,5,5,4,5,4,5,6,4,4,5,4,5,6,5,4,4,5,4,4,4,5,3,4,5,5,3,3,5,5,5,4,5,6,4,4,5,3,5,5,4,3,5,5,4,4,4,3,4,3,5,6,3,4,5,3,5,5,5,6,2,4,2,3,3,3,3,5,3,3,3,1,4,1,Woman,,17,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):",Filipino,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,No,B,No,,,,,Anthropology,,,,,,,,b4fe6800b2
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Strongly Disagree,Above Average,Average,Grater Than Average,Fairly Confident,Average,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,6,6,6,5,6,5,5,2,6,6,6,5,6,3,4,5,6,5,5,6,5,5,3,4,5,5,6,6,6,5,4,7,5,5,6,6,2,4,6,5,5,5,6,5,4,5,5,5,6,5,5,4,5,6,2,5,4,6,4,3,6,6,4,6,6,6,6,6,6,7,7,6,6,5,2,5,4,5,5,6,6,5,6,6,5,4,5,2,Woman,,21,"No, I am not of Hispanic, Latino, or Spanish origin.","Black or African-American: African American, Haitian, Nigerian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,A or B (not sure which one),Yes,2.7,4,,,Other (Please Specify),Environmental science,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,4c61ca86a7
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Above Average,Above Average,Grater Than Average,Confident,Fairly Likely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,7,7,7,5,6,5,4,5,6,4,7,7,5,4,4,6,5,6,5,3,5,6,4,4,6,7,6,5,6,4,6,7,3,7,4,5,6,5,6,4,1,5,1,6,4,3,1,4,6,6,7,3,6,5,4,5,4,6,5,3,5,5,5,3,5,7,5,4,6,4,7,5,4,6,5,6,7,7,5,4,7,6,2,5,5,3,1,7,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,"English,French,Other language(s):",Turkish,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A,Yes,3.72,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,f5548b647f
